,event_name,date,description,line_up,event_link,place,city,park_name,park_link,park_latitude,park_longitude,attracion_link,event_latitude,event_longitude
3076,Mioli Music presents: Kausmic,2/1/2020,"Mioli Music’s proud to present another amazing opportunity as we take over Public Works main room with our galactic dance party, Kausmic! / The year is 2020 and the stars have aligned (YOU) to be part of a very special night of music, friends, magic and Kausmic bliss! / We’re coming into 2020 with all the creative vision and good fortune we can to create wild and beautiful events for you to dance and connect through. ♥ / We’ll also be celebrating Mioli Music’s next global release with two of our very own local talents!  / Shane Fontane will be debuting his latest Mioli Music creation ‘Objectify’ with a savvy remix from Jason Urbina aka Dosc.  /  / Come join in the the fun of our Kausmic themed dance party. Creative couture is encouraged!  / Also featuring some of the Bay area's most charismatic and talented performers/collectives.  / Come get KAUSMIC with us! /  / ---------- /  / ..........EMANATE -(MIOLI MUSIC) /  / ..........DOSC B2B SHANE FONTANE -(MIOLI MUSIC) /  / ..........JKIND B2B CAPN JAY -(MIOLI, AIRPUSHER) /  / ..........ASH B2B AQUABERRY -(THE DISCO DEN)","Emanate, Shane Fontane, Dosc, JKIND, Cptn Jay, The Disco Den",https://www.residentadvisor.net/events/1376650,Public Works,san francisco,,,,,https://www.tripadvisor.com.br/Attractions-g60713-Activities-San_Francisco_California.html,'37.7689950686633', '-122.419558579827'
3077,Madeaux,2/1/2020,,"Madeaux, BAKR, Fat Jordan, Dominic M",https://www.residentadvisor.net/events/1362395,Halcyon,san francisco,,,,,https://www.tripadvisor.com.br/Attractions-g60713-Activities-San_Francisco_California.html,'37.771496', '-122.4138779'
3078,K.E.E.P. Up! fe,2/1/2020,"Get your early bird tickets now! / https://www.eventbrite.com/e/keep-up-tickets-88708027097 /  / Come have a fabulous time with Karl Heinz Konrad for his 50th! / They say in 2020 Heinz sight is 50/50! That’s right our favorite up all night and day raver is turning 50 and we are throwing him a party at the Great Northern. /  / Our fabulous lineup: / Jozif: / After breaking through with ­ what are still standout releases on labels like Wolf + Lamb, Mobilee & Ministry of Sound back in 2010, alongside an RA podcast that comprised solely of re­writes, edits and productions ­ The last 6 years we have seen Londoner jozif cement himself as a unique musical voice in the world of electronic music. / Far from just programming beats that make you jack, his music is some of the most beautiful you will hear, with lush string arrangements, emotive pianos and golden synths coming together into soundscapes that will melt your heart as well as warm your soul. Building on the early success of releases like the Sunrise EP on InFiné, the first releases on Fist or Finger (the label he co­runs with fabric’s Craig Richards) and the summer anthem that was ‘Twilight’ with vocalist Terri Walker on More Music, jozif was unsurprisingly snapped up by LA’s suitably sultry Culprit records for a brace of EPs. Here he further refined his richly musical style with genre defying with releases like ‘Standard Rising’, the ‘Lady B’ EP and now the two­part Waikiki anthem. / Since then he has been enlisted by the cultured likes of Mobilee, Suol and Compost for remixes, and the way he carefully permeates his music with such serene and slo­-mo ambiance yet imbues each track with a cheeky dance floor bump has seen everyone from Sasha to Giles Peterson, Andrew Weatherall to Damian Lazarus fall in love. / Having been a DJ since as far back as 1996, it made sense that the legendary Balance series came calling for jozif when they wanted to kick­off a new mix series in early 2013. What he turned in was a stunningly emotional and heartfelt mix that proved just how sensitive and soothing electronic music can be, at the same time, of course, as subtly making you move your body. For proof of his artistic ability in the booth, you only need ask anyone who has seen him play at places like Space Ibiza, Verboten New York & London’s foremost fabric and many other festivals around Asia and both Americas. / Currently putting the final touches to his debut artist album and accompanying Live show, whilst simultaneously Co­writing the Kerb Staller debut album & Live show alongside cohort and production partner Matt Tolfrey, 2016 is shaping up to be a ‘Live’ one. Coupled with releases on Music for Freaks, Exploited and the resurgence of Fist or Finger, as well his continued world wide residencies at Bedrock & Desert Hearts – jozif shows no signs of slowing down. /  / Ray and Nikita: / Ray Zuniga! /  / Label owner, producer, record selector, and gentleman of the LIVING night. A Dj who refuses to be restricted by genre, Zuniga’s music brings you the full spectrum. His / sets range from the finest house and techno, to electronica and disco. The result is heard in the artist’s stylistically diverse and consistent DJ sets. / Co-owner of internationally acclaimed, Touch of Class Records, and one half of duo Signal Flow, Ray has had the opportunity to establish a strong and growing global network Earning enthusiastic support from international media including Resident Advisor, Mixmag, Thump, Dj Mag, XLR8R, Pulse Radio, plus more. / Today, Zuniga and music partner, NIKITA (listed, PLAY) produce an international music experience called LIVING.us. Their events started as an underground in Brooklyn, and they’ve taken the brand to San Francisco, Los Angeles, Austin, and Europe for Amsterdam Dance Event for the past two years. In 2018, WeArePulse declared LIVING as one of the best events of the week! / As Zuniga’s reputation continues to garner attention for the maturity of his sound coupled with an uncanny ability to create instantly accessible dancefloor vibes, he occupies a unique position in the musical ecosystem. Independent of any hip or hyped musical movements. With releases on Nervous Records, Leftroom, Culprit, Wolf + Lamb, Serkal, and his own Touch of Class, he is now working diligently in the studio on his solo and LIVING project, while also co-operating the Touch of Class Records label. An imprint dedicated to presenting timeless music appreciated by any connoisseur of sound. /  / Nikita Never Stops!  / On the same day Dolly Parton, Janis Joplin, Edgar Allan Poe, his mother and grandmother were born, so too did San Francisco DJ, NIKITA, begin his enchanted existence. As a young boy in Denver, Colorado, NIKITA's childhood was similar to that of other extraordinary creative youth; days filled with church and show choir, playing the piano, and dancing to his mother's R&B albums. From an early age, NIKITA always knew he wanted to be an entertainer. Then, in 1993, a chance encounter with house music at an underground warehouse party would prove to be a pivotal moment in his life, ultimately guiding NIKITA towards the charmed life he lives today. /  / It wasn't until the turn of the millennium though that NIKITA would leave his home in Colorado to search the clubs and warehouses of San Francisco for his destiny. At the very least, he would get a degree in Music Business from San Francisco State University. But with a resounding perseverance and an inimitable personality, NIKITA quickly earned his place among the upper echelon of DJs in San Francisco's world-renowned club scene. In 2005, NIKITA was chosen to host his own radio show, The Massive Mix, on Northern California's only electronic dance music radio station, Energy 92.7 FM. Indeed, it was NIKITA's penchant for blending raw grooves with sophisticated sounds that garnered him a residency at San Francisco's legendary nightclub, The EndUp. Today NIKITA credits SF as the city that made him the adult and artist that he is today... / NIKITA is a DJ's DJ, a rare soul who truly understands his role in the DJ booth. Performing anywhere from two to eighteen hour sets, NIKITA weaves music into fantastic journeys of rhythm and sound. NIKITA's ability to contrast the harder elements of techno with the soulful sensuality of deep house has garnered him accolades from some of the world's best DJs and allowed him the rare opportunity to tag team alongside the likes of Cassy, Danny Howells, Lee Burridge, and Derek Plaslaiko. Indeed, NIKITA has played with a Who's Who of international talent, including Danny Tenaglia, M.A.N.D.Y., Joel Mull, Adam Beyer, Craig Richards, Steve Bug, Damian Lazurus, Steve Lawler, and many, many more. With additional inspiration coming from friends such as Ms. Honey Dijon, Tedd Patterson and Danny Tenaglia, it comes as no wonder why NIKITA's story is one of a dream come true. /  / Today, NIKITA and music partner, RAY ZUNIGA (Co-founder and label owner of ​Touch of Class Records​), produce an international music experience called LIVING.us. Their events started as an underground in Brooklyn, and they’ve taken the brand to San Francisco, Los Angeles, Austin, and Europe for Amsterdam Dance Event for the past two years. In 2018, WeArePulse declared LIVING as one of the best events of the week! /  / COLE ODIN (DAS SIND WIR RECORDINGS) / Cole Odin Berggren IS music. When not singing, programming, and drumming for his electronic rock band, Ownership, he can be found DJing some of the best clubs in SF and beyond. Known for sets that feature a wide variety of styles, programmed with a musician's ear, and showcasing DJ skills honed over 20 years, Cole has played such bay area clubs as Housepitality, Ruby Sky, Mezzanine, the Virgin Hotel, Phonobar, Great Northern, Public Works, the SF Eagle and Monarch, where he currently holds a monthly residency on 1st Saturdays. He's played legendary clubs and parties like LIT and APT in NYC, and in LA he's played such notable gigs as the DO OVER, and the rooftop of the Standard Hotel. He's been booked several times to play the Sunset Campout Music Festival, arguably California's coolest music festival. Some of his corporate clients include Tesla Motors, Levi's, Puma, Stanford University, and LIVE NATION! which has him in rotation as the VIP room DJ at The Masonic, and in the poster room at The Fillmore. He also played the opening night party in Super Bowl 50's Super City, with a classic rock set opening for Chris Isaak in front of 6,000 people. His extensive musical background has led to other employment such as session drummer and vocalist, blog-writer for Monster Headphones, Om Records and Stunner of the Month, and music director/head music writer for SEX+DESIGN magazine, where he put his musical knowledge to work planning and DJing huge events, and interviewing artists such as Billy Corgan of Smashing Pumpkins, Cody Chesnutt, Public Enemy, Pillow Talk, Matthew Dear and many more. By day, he also works as the outreach director for Blue Bear School of Music (the longest running non-profit rock n roll music school in the nation), where he runs after-school programs for kids, organizes their events, and created their DJ and Electronic Music Program. /  / *** / The Great Northern | 119 Utah St. / 21+ / Void Sound System /  / Follow The Great Northern on social media: / www.facebook.com/thegreatnorthernSF / www.instagram.com/greatnorthernsf","jozif, Ray Zuniga, Nikita, Cole Odin",https://www.residentadvisor.net/events/1373551,". jozif, Ray Zuniga & Nikita, Cole Odin",san francisco,,,,,https://www.tripadvisor.com.br/Attractions-g60713-Activities-San_Francisco_California.html,'37.7676612', '-122.4065246'
3079,Iykyk presents: East Bay Community Rave,2/1/2020,"Our first late night affair is focused on giving back to the community which has supported us since day one. We'll be raving well into the morning in a safe space to explore immersive art, deep sonic selections, & above all, to foster the East Bay community through dance music.  /  / • FREE all night / • Visuals by Suss Net (www.loaf-baker.com) // (www.instagram.com/loaf_bkr) // (www.instagram.com/3li.ambrose) / • Rideshare is HIGHLY encouraged, please travel safely <3  / • RSVP or DM for the Address - we will email you at 6pm the night of the event (https://forms.gle/qQpniyonhy3ivc246) /  / Lineup: / • meerrou (Very Much Romance | Come Relax With Us) / https://soundcloud.com/verymuchromance / • Connor Mikami (IYKYK | Disconic) / https://soundcloud.com/connormikami / • Bosconi (IYKYK) / https://soundcloud.com/italo_shill / • Mondo (IYKYK)  /  / No Harassment / No Sexism / No Racism","meerrou , Connor Mikami , Bosconi , Mondo ",https://www.residentadvisor.net/events/1379502,TBA - Northern California,san francisco,,,,,https://www.tripadvisor.com.br/Attractions-g60713-Activities-San_Francisco_California.html,,
3080,Go BANG! with David Harness Your Residents! Disco Action,2/1/2020,House Legend David Harness (Moulton Music) Returns for his second time at BANG!  /  / Check out his Go BANG! debut mix: https://www.mixcloud.com/gobangsf/david-harness-at-go-bang-march-2019,"David Harness, Steve Fabus, Prince Wolf, Jimmy DePre, Sergio Fedasz",https://www.residentadvisor.net/events/1372620,The Stud,san francisco,,,,,https://www.tripadvisor.com.br/Attractions-g60713-Activities-San_Francisco_California.html,'37.77282065', '-122.41000215'
3081,Le Youth,2/1/2020,,Le Youth,https://www.residentadvisor.net/events/1366266,Audio SF,san francisco,,,,,https://www.tripadvisor.com.br/Attractions-g60713-Activities-San_Francisco_California.html,'37.7715452653061', '-122.413774183673'
3082,Ritual SF Returns fe,2/1/2020,"Ritual, San Francisco’s premier bass music event returns on Feb 1st at DNA Lounge! Nebakaneza and Johnny 5 were just two random DJs who were obsessed with music of all kinds, but what brought them together was their love of Dubstep, and bass heavy music. They met online after hyping each other up, because they listened to each other’s mixes so much. They got a gig together one night at a tiny club in Oakland, and everyone there seemed to think their music was too weird. It didn’t matter to them though. They immediately became close friends, and eventually brothers. They formed a partnership and decided to start throwing their own weird events in San Francisco that would cater to other like minded weirdos. They worked their asses off, and just kept booking more and more of their favorite weirdos. What started in a gritty hole in the wall in 2010, blossomed into the biggest reoccurring bass event in the country.  /  / Ritual has hosted over 200 events, booked nearly 600 artists, and at our peak had up to 700 attendees every week. We expanded into LA, worked with festivals, threw big off-shoot events, and collaborated with many other major promoters. This party has always been fueled by the people who attend it, and we have been insanely lucky by our amazing crowd who became our friends over the years. There were never any fights at Ritual, and although scenes come with their share of dramas, our crowd has always been all about the music. We kept our events affordable so nearly everyone had access, and we learned everyone’s name because we had genuine conversations and experiences. You all became our family. We never had a separate line for guest list because we never wanted anyone to feel less important than anyone else. Without you, we are nothing, and we are excited to re-capture that magic once again. /  / RITUAL ROOM: / Antiserum: / https://soundcloud.com/antiserum / Gladkill: / https://soundcloud.com/gladkill / Nebakaneza / https://soundcloud.com/nebakaneza / Johnny 5: / https://soundcloud.com/Johnny5dubstep / Elevener: / https://soundcloud.com/elvnrstep / Filthgrinder: / https://soundcloud.com/filthgrinder / White Gravy: / https://soundcloud.com/white_gravy /  / 2ND ROOM (House/Bass): / Switchblade: / https://soundcloud.com/187switchblade / Danny Weird: / https://soundcloud.com/dannyweird / Mr. Brandon: / https://soundcloud.com/mrbrandon / Sneakerz: / https://soundcloud.com/dothedaft5555 / Nightware: / https://soundcloud.com/nightwarez /  / Bootie Room with Hubba Hubba  / (Onesie Night) / John Beaver: / https://soundcloud.com/djjohnbeaver / Adrian A: / http://bootiemashup.com/ / and more /  / Hip Hop Lounge (hosted by Bootie DJs) / DJs TBA /  / Our entrance will be through the smaller door, to the left of DNA Pizza. Main entrance is a separate entrance. You will still have access to all 4 rooms through our side entrance. /  / Additional details:  / $15 presale/$20 door / 9pm-3am / Safe neighborhood / After hours venue / 4 rooms of music / Coat check / No dress code / Bottle service available / Set times will be pinned on the Facebook event page day of /  / Ticket Link: https://www.dnalounge.com/calendar/2020/02-01d.html /  / Previous headliners at Ritual include:  /  / Amit * Antiserum * At Dawn We Rage * Badklaat * Biome * Bleep Bloop * Blockhead * Blowfly * Bukkha * Buku * Calvertron * Candyland * Captain Panic * Caspa * Coffi * Coki * Demon * Digital Mystikz * Dirt Nasty * Distance * DJ Assault * DJG * DJ Madd * DOV * Dubamine * Emalkay * Faust & Shortee * Flinch * G Jones * Gladkill * Hatcha * Haywyre * Hulk * Icicle * Ill-Esha * J:Kenzo * Juss B * Kahn * Kastle * Kryptic Minds * K-Theory * Lafa Taylor * L-Wiz * Mad Zach * Matty G * Megalodon * Mensah * Minnesota * Mochipet * Mr. Bill * MRK1 * Mr. Vandal * N-Type * NastyNasty * Nico Luminous * Noah D * Numbernin6 * Perkulator * Point.Blank * Protohype * Psy Fi * Psymbionic * Quantum Soul * Quest * Reid Speed * Russ Liquid * Salva * Seven * Shlump * Silkie * Soloman * Squarewave * Starkey * Stylust * Subscape * Sugarpill * Sukh Knight * Swindle * Thelem * The Originalz * The Others * The Widdler * Thriftworks * Trampa * Truth * Tunnidge * Urban Assault * Von D * Yheti * 50 Carrot * AND SO SO MANY MORE!!!","Antiserum, Gladkill, Nebakaneza, Johnny 5, Elevener, Filthgrinder, White Gravy, Switchblade, Mr Brandon, Danny Delorean, Sneakerz, Nightware",https://www.residentadvisor.net/events/1372765,". Antiserum, Gladkill, & More",san francisco,,,,,https://www.tripadvisor.com.br/Attractions-g60713-Activities-San_Francisco_California.html,'37.773037', '-122.410276'
3083,Jace Mek - Dirty Not Sorry,2/1/2020,"With an array of releases on esteemed labels like Confession, Dim Mak, Good Enuff/Mad Decent, and In/Rotation, Jace Mek has earned the support of industry giants like Skrillex, Diplo, Tchami, Boys Noize, and others /  / Feb. 1, he'll be bringing his his blend of Bass House, Techno, and deconstructed sounds to Dirty Not Sorry - a new party from House of Bass and Modvlar Events.","Jace Mek, Knives, Jaxx T, Lechatte",https://www.residentadvisor.net/events/1367776,The Valencia Room,san francisco,,,,,https://www.tripadvisor.com.br/Attractions-g60713-Activities-San_Francisco_California.html,'37.7625479', '-122.4215052'
3084,Housebroken Afters: M,2/1/2020,Housebroken & The Endup present / HOUSEBROKEN: Saturday Night Back Room Afters / 2AM - 6AM // Saturday Night/Sunday Morning /  / MATTHEW BRIAN [HMF//Late night Jackin’] San Diego - time slot 3:20 - 4:40am /  / BIMES iLL [Chaotic Forms] Sacramento - time slot 2 - 3:20am /  / MIKE BLEDSOE [Housebroken//The Endup] Oakland - time slot 4:40 - 6am /  / Front Room: Elements of House Afters // 2 Rooms of house music for just one price!,"Matthew Brian, Mike Bledsoe, Bimes",https://www.residentadvisor.net/events/1378832,"thew Brian, Mike Bledsoe, Bimes",san francisco,,,,,https://www.tripadvisor.com.br/Attractions-g60713-Activities-San_Francisco_California.html,'42.6247385', '-89.370872151732'
3085,Phonobar presents: Barbara,2/1/2020,"Barbara, a Brooklyn transplant now SF resident, who brings a bright, eclectic style guaranteed to make you gyrate. Her sounds span trippy underwater vibes to funky house with a healthy dose of sassy, glitter disco.  /  / With support from peers like LP Giobbi, Toribio, Renegade Masters and Bill Brewster, she’s plays regularly at some of Brooklyn's best underground spots like Black Flamingo and Jupiter Disco as well as Daybreaker and Burning Man. /  / Check out some of her original tracks and live mixes for Music Ninja Radio, Buttered Tapes and Ethereal Beatbox at https://soundcloud.com/itsbarbs",Barbara,https://www.residentadvisor.net/events/1381580,Phonobar,san francisco,,,,,https://www.tripadvisor.com.br/Attractions-g60713-Activities-San_Francisco_California.html,'42.0563058', '-71.4274316736134'
3086,"Synergism with Tomu DJ, Ray Reck b2b Velaluna, Baby Bell, Farsight, Ghostmilk",2/1/2020,"Get ready to dance the night away at SYNERGISM!! /  / FREE before 10pm & only $5 after 10 pm Saturday February 1st 9pm-2am at Brix 581 in beautiful Oakland, CA /  / We're going to be celebrating Velaluna's birthday alongside some amazing local DJ's/Producers throwing it down: /  / Tomu DJ: / https://soundcloud.com/tomu-dj /  / Baby Bell: / https://soundcloud.com/baby_bell /  / Ray Reck b2b Velaluna: / https://soundcloud.com/rayreck /  / https://soundcloud.com/velaluna /  / Farsight: / https://soundcloud.com/djfarsight /  / Ghostmilk: / https://soundcloud.com/aikarumba","Tomu DJ, Ray Reck b2b Velaluna, Baby Bell, Farsight, Ghostmilk",https://www.residentadvisor.net/events/1382385,Brix 581,san francisco,,,,,https://www.tripadvisor.com.br/Attractions-g60713-Activities-San_Francisco_California.html,'37.7993447837997', '-122.278416024424'
3087,Inside Out Mornings: Dominic M / Colibri / Cristoffer Z / Vedda,2/1/2020,"Join us this Saturday morning as we welcome back DOMINIC M and introduce COLIBRI to Inside Out! Also, residents Cristoffer Z and Vedda will warm up the dancefloor for you. /  / Thank you for your continued presence and support, making our Inside Out parties the place to be on Saturday mornings in San Francisco! /  / Please arrive at 6am or later. Those who wait to get in get rewarded ;) /  / As you may have noticed, we are staying inside for the winter. We will be back outside by next spring! / ___________________________________________________ / About this week's beats: /  / DOMINIC M (Funk’n Deep / Renesanz) / COLIBRI (aka Brianna Ambriz) /  / Inside Out Residents: /  / CRISTOFFER Z / VEDDA /  / ______________________________________ / About Us: /  / Inside Out is San Francisco's only Saturday morning party where the party starts indoors and ends out, on the patio. When the party kicks off, our guests are directed to the indoor dance area, where the beats are going and drinks are flowing! As morning goes on, the party transitions over to the outdoor patio, where people gather for dancing, drinking, playing games (giant connect four!) and other shenanigans! Plus, resident DJs, local and visiting talent bring booty-shaking beats. /  / ☛ Bar opens at 6am / ☛ Excellent sound / ☛ Backroom & patio / ☛ 420 friendly / ☛ Lounge areas & bottle service available / ☛ INS & OUTS /  / Please help us spread the word by sharing this event with friends and sending out invites! :) / __________________________________ / Inside Out residents and event organizers: / Vëdda / Cristoffer Zuñiga / __________________________________ / The Endup & Patio / TheEndUpSF.com / 6am-11am or later / 401 6th St., SF / $20 cover · 21+","Dominic M, ColiBri, Cristoffer Z, Vedda",https://www.residentadvisor.net/events/1383498,The EndUp,san francisco,,,,,https://www.tripadvisor.com.br/Attractions-g60713-Activities-San_Francisco_California.html,'42.6247385', '-89.370872151732'
3088,WERD. with Ali Berger & Sindri,2/2/2020,"WERD. presents.... /  / ALI BERGER (Spectral Sound / Pittsburgh) / SINDRI (LA) / JIMMY B (WERD.) /  / Ali Berger has been quietly percolating in various corners of the US dance music scene for the last decade. His productions explore the spaces between distorted drum machine improvisations, synth-heavy techno trips, and warm mechanized funk. As a DJ he creates narratives from a wide range of music, moving from contemporary house and techno to timeless dance classics to jazz and R&B, all connected with precise mixing and an ease that comes from countless hours behind the decks. /  / Sindri has been a integral part of queer nightlife dating back to his San Francisco days throwing countless parties, undergrounds, and drag shows. Being one of the first and few performance artists to perform at Honey Soundsystem over the past 10 years. Sharing his love of funk, disco, Italo, and all things 80's, Sindri has played for queer institutions all over the globe including Horse Meat Disco London, Honcho Pittsburgh, Dickslap Seattle, Fagbash Provincetown, Daddy Issues Amsterdam, Techno Love Vancouver and Lights Down Low LA, to name a few. Since moving to Los Angeles in 2013 he quickly dived into the alternaqueer scene, finding himself collaborating with multiple nightlife darlings and djing all over the city. He was one of the first resident DJ's at Queen Kong as well as The Cafeteria. Now you can catch him at R Bar every second Friday of the month for Featurette! /  / + more tba /  / $5 limited presale available : https://www.residentadvisor.net/events/1381058 /  / links // / https://soundcloud.com/aliberger / https://aliberger.bandcamp.com/ / https://soundcloud.com/djsindri /  / WERD.  /  / Photo by Noah Elliott Morrison / www.noahmo.com","Ali Berger, Sindri, Jimmy B",https://www.residentadvisor.net/events/1381058,Monarch,san francisco,,,,,https://www.tripadvisor.com.br/Attractions-g60713-Activities-San_Francisco_California.html,'37.7809734', '-122.4084801'
3089,"After Dawn with DJ Mes, N",2/2/2020,"After the After Party there's an After-After Party waiting for you at one of the most exclusive venues in the city from 6AM-12PM, every Sunday Morning at Monroe SF /  / More Info on the line up :  /  / >>> DJ Mes (Guesthouse Music/ Rhythmic Artists)  / https://soundcloud.com/dj-mes /  / >>> Nate Manic (Quaint/ Extra)  / https://soundcloud.com/natemanic /  / >>> Jaime James (The Beat Sentinels/ Safra)  / https://soundcloud.com/jaimejames","DJ Mes, Nate Manic, Jaime James",https://www.residentadvisor.net/events/1382277,e Manic and Jaime James,san francisco,,,,,https://www.tripadvisor.com.br/Attractions-g60713-Activities-San_Francisco_California.html,,
3090,Housepitality: Garth - Cole - Smokes,2/5/2020,"((HOUSEPITALITY)) feat the return of the San Francisco underground pioneer maestro..  /  / GARTH (Greyhound Recordings) /  / COLE /  / In the Lounge: / SMOKES /  / We love it when we get garth coming to SF. but its even better when he drops it to us in the middle of the week. We usually book him with his Wicked partner in crime Jeno to do their Back2Back sets which always blow up the F8 rafters.. This week however Garth is doing the whole damn thing on his own to display his psychoactive music to brain to body to ass muscle dance technology that led him to define the sound of an entire generation. Garth is a maestro of the dj art and he only fucks with Vinyl and when he comes to Housepitality on a Wednesday he drops the EXTRA special sauces, guaranteed.. once again for the serious wednesday night party heads.. RAWR...  /  / Our brother COLE will the doing the honors.. Getting him out to drop beats on a Wednesday is always a special treat for the SF music heads is because they all know how much work he puts into his studio and dj sets. COLE is a full time musician and lets not take that for granted. Enjoy this. Our girl SMOKES is back after 3 years or so to deliver a butt kick on the new soundsystem..  /  / The usual deets.. / $5 pre-sales  / or $5 or FREE w/RSVP from 9-10pm / otherwise $10 after 10pm","Garth, Cole, Smokes",https://www.residentadvisor.net/events/1379314,F8 1192 Folsom,san francisco,,,,,https://www.tripadvisor.com.br/Attractions-g60713-Activities-San_Francisco_California.html,'37.775296', '-122.410074'
3091,An Intim,2/5/2020,"On Wednesday, February 5th we're thrilled to welcome the talented hip-hop/jazz trio The Broun Fellinis to The Great Northern for an intimate performance. /  / Featuring.... /  / – Broun Fellinis / https://www.brounsoun.com/ / https://www.facebook.com/thebrounfellinis /  / – Charlotte The Baroness / https://soundcloud.com/charlotte_the_baroness /  / $10 pre-sales // $15 door. /  / *** / The Great Northern | 119 Utah St. / 21+ / Void Sound System /  / Follow The Great Northern on social media: / www.facebook.com/thegreatnorthernSF / www.instagram.com/greatnorthernsf","Broun Fellinis, Charlotte The Baroness",https://www.residentadvisor.net/events/1376066,e Night with Broun Fellinis & Charlotte The Baroness,san francisco,,,,,https://www.tripadvisor.com.br/Attractions-g60713-Activities-San_Francisco_California.html,'37.7676612', '-122.4065246'
3092,Supern,2/6/2020,"I Can't Dance Recordings returns with its monthly foray to the Monarch basement for Supernature. /  / Featuring... /  / ~ Skyler Redondo / https://soundcloud.com/skylerredondo /  / ~ Anderson Chase / https://soundcloud.com/andersonchase /  / ~ Matt Perkins / https://soundcloud.com/mjpaudio /  / ~ Myster Lee /  / $5 pre-sales // $10 at the door. /  / *** / 21+ / Void Sound System / For more info, contact [email protected] /  / Follow Monarch on social media: / www.facebook.com/monarchsf / www.instagram.com/monarchsf /  / Come grab a bite next door before the show at Pawn Shop. Check out our menu here: https://thepawnshopsf.com","Skyler Redondo, Anderson Chase, Matt Perkins, Myster Lee",https://www.residentadvisor.net/events/1382182,"ure x ICD: Skyler Redondo, Anderson Chase, M",san francisco,,,,,https://www.tripadvisor.com.br/Attractions-g60713-Activities-San_Francisco_California.html,'37.7809734', '-122.4084801'
3093,Underground House Music,2/6/2020,"Everything Thursday night, Underground House Music at Au offers a carefully curated selection of Classic, Disco, Soulful, and Deep House.  /  / 1st and 3rd Thursdays with Aebldee & Kobi /  / 2nd and 4th Thursdays with Soul Drip (House and Home)","Aebldee , Kobie",https://www.residentadvisor.net/events/1382353,Au Lounge,san francisco,,,,,https://www.tripadvisor.com.br/Attractions-g60713-Activities-San_Francisco_California.html,'37.794288', '-122.437169'
3094,Slapback#12 with Sam Haas & Léant,2/6/2020,"SlapBack’s 12th edition welcomes Sam Haas & Léant at Wisbar. No strangers to tasteful selections and artisanal mixing, both gentlemen provide a high caliber dance floor experience aimed at shaking your rump and pleasantly filling your ears. The previous sentence was purposefully pedantic. The following sentence is to inform you of your required attendance. Dance accordingly. /  / Opening support provided by SlapBack crew, Caley & Monoclick. Sound provided by Wish Bar. Slaps provided by the speakers. /  / https://soundcloud.com/samhaas / https://soundcloud.com/leantmusic / https://soundcloud.com/hot-heavy-events / https://soundcloud.com/monoclick / https://soundcloud.com/caleymartin","Sam Haas [blind vision records], Léant [hot&heavy], Monoclick [slapback], Caley [slapback]",https://www.residentadvisor.net/events/1382249,Wish,san francisco,,,,,https://www.tripadvisor.com.br/Attractions-g60713-Activities-San_Francisco_California.html,'37.784715', '-122.3977832'
3095,"4 On The Floor - Ep. 13- Nyctea, W",2/6/2020,"Bringing House, Techno, and Prog to the Mission SF /  / 4 On The Floor returns this week with a night of bumpin Tech House bangers. Don't miss this opportunity to check out The Valencia Room's upstairs Void Sound System and the hottest mid sized dance floor in SF. /  / Upstairs at The Valencia Room - 647 Valencia Street SF / Doors: 10pm - 2am / Free All Night with RSVP: http://bit.ly/2OEK5rh /  / This weeks Lineup: /  / NYCTEA / https://soundcloud.com/nyctea-19 / www.mixcloud.com/NYCTEA/ / IG: @nyctea_19 /  / WATTS -- [Crash Course] / https://soundcloud.com/crshcrse / IG: @watts_up / IG: @crshcrse /  / BRI -- [Treal House] / https://soundcloud.com/510bri / IG: @bri510 /  / BRAXAS -- [Fluxgate88 / 4 On The Floor SF] / https://soundcloud.com/braxas_fluxgate88 / https://www.mixcloud.com/DavidBraxas/ / IG: @braxas_fluxgate88 /  / Join our mailing list: http://bit.ly/2XzItSD4OTF / Instagram: http://bit.ly/2JU8F54 / Follow 4 On The Floor: http://bit.ly/4OTFloor","Braxas, Nyctea, Bri, Watts",https://www.residentadvisor.net/events/1385074,"ts, Bri, Braxas",san francisco,,,,,https://www.tripadvisor.com.br/Attractions-g60713-Activities-San_Francisco_California.html,'37.7625479', '-122.4215052'
3096,Moodymann + Soul Clap + Full Cr,2/7/2020,"Curated by NYC's renowned funky house duo SOUL CLAP --- comes a lineup so tasty & delicious...it should be served at State Bird Provisions!   /  / Representation from Soulection via Amsterdam (Full Crate), Los Angeles's dublab radio's mixmaster (Heidi Lawden), San Francisco (J Boogie), and ofc the mutha****in Detroit house legend Moodymann aka Kenny Dixon Jr whose soulful disco-sampling style completely changed house music forever in the mid 90's...","Moodymann, Soul Clap, Full Crate, Heidi Lawden, J BOOGIE",https://www.residentadvisor.net/events/1373771,e,san francisco,,,,,https://www.tripadvisor.com.br/Attractions-g60713-Activities-San_Francisco_California.html,'37.778158', '-122.40583'
